Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"FADS3","Fatty Acid Desaturase 3","Protein Coding","Q9Y5Q0","48","GC11M061873","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FADS3"
"PSRC1","Proline And Serine Rich Coiled-Coil 1","Protein Coding","Q6PGN9","48","GC01M109279","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSRC1"
"ARHGEF16","Rho Guanine Nucleotide Exchange Factor 16","Protein Coding","Q5VV41","47","GC01P003454","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF16"
"BRINP1","BMP/Retinoic Acid Inducible Neural Specific 1","Protein Coding","O60477","47","GC09M119153","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRINP1"
"COL19A1","Collagen Type XIX Alpha 1 Chain","Protein Coding","Q14993","47","GC06P069866","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL19A1"
"SP8","Sp8 Transcription Factor","Protein Coding","Q8IXZ3","47","GC07M020788","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP8"
"DERA","Deoxyribose-Phosphate Aldolase","Protein Coding","Q9Y315","46","GC12P015911","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DERA"
"IQCA1","IQ Motif Containing With AAA Domain 1","Protein Coding","Q86XH1","45","GC02M236324","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCA1"
"MBOAT1","Membrane Bound O-Acyltransferase Domain Containing 1","Protein Coding","Q6ZNC8","45","GC06M020153","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBOAT1"
"CLDN8","Claudin 8","Protein Coding","P56748","44","GC21M030214","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN8"
"BRINP3","BMP/Retinoic Acid Inducible Neural Specific 3","Protein Coding","Q76B58","42","GC01M190067","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRINP3"
"DMRTB1","DMRT Like Family B With Proline Rich C-Terminal 1","Protein Coding","Q96MA1","42","GC01P053459","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMRTB1"
"MEGF9","Multiple EGF Like Domains 9","Protein Coding","Q9H1U4","42","GC09M120600","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF9"
"OBI1","ORC Ubiquitin Ligase 1","Protein Coding","Q5W0B1","41","GC13M078615","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBI1"
"CLDN17","Claudin 17","Protein Coding","P56750","39","GC21M030165","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN17"
"LDAH","Lipid Droplet Associated Hydrolase","Protein Coding","Q9H6V9","39","GC02M020690","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDAH"
"MIR7-3HG","MIR7-3 Host Gene","RNA Gene","Q8N6C7","35","GC19P141972","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR7-3HG"
"STPG4","Sperm-Tail PG-Rich Repeat Containing 4","Protein Coding","Q8N801","35","GC02M047045","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STPG4"
"ADARB2-AS1","ADARB2 Antisense RNA 1","RNA Gene","A8MUL3","30","GC10P001526","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADARB2-AS1"
"MIRLET7D","MicroRNA Let-7d","RNA Gene","","30","GC09P094178","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIRLET7D"
"MIR122","MicroRNA 122","RNA Gene","","29","GC18P058451","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR122"
"LINC00477","Long Intergenic Non-Protein Coding RNA 477","RNA Gene","Q96M19","26","GC12M034692","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00477"
"MIR147A","MicroRNA 147a","RNA Gene","","24","GC09M120244","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR147A"
"F11-AS1","F11 Antisense RNA 1","RNA Gene","","22","GC04M186286","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F11-AS1"
"HMGB1P1","High Mobility Group Box 1 Pseudogene 1","Pseudogene","B2RPK0","22","GC20M057487","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGB1P1"
"LINC01266","Long Intergenic Non-Protein Coding RNA 1266","RNA Gene","","20","GC03P000536","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01266"
"LINC00917","Long Intergenic Non-Protein Coding RNA 917","RNA Gene","","19","GC16M086366","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00917"
"GRIK1-AS1","GRIK1 Antisense RNA 1","RNA Gene","","18","GC21P029700","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK1-AS1"
"PABPC1P2","Poly(A) Binding Protein Cytoplasmic 1 Pseudogene 2","Pseudogene","","15","GC02P146587","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PABPC1P2"
"ANXA2P3","Annexin A2 Pseudogene 3","Pseudogene","","12","GC10P064825","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2P3"
"RPL36AP29","Ribosomal Protein L36a Pseudogene 29","Pseudogene","","11","GC07P016208","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL36AP29"
"HSPD1P8","Heat Shock Protein Family D (Hsp60) Member 1 Pseudogene 8","Pseudogene","","9","GC13P078849","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1P8"
"LOC339975","Uncharacterized LOC339975","RNA Gene","","9","GC04M187266","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC339975"
"RPL17P35","Ribosomal Protein L17 Pseudogene 35","Pseudogene","","9","GC10M064620","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL17P35"
"ATP5F1AP2","ATP Synthase F1 Subunit Alpha Pseudogene 2","Pseudogene","","8","GC02P155669","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1AP2"
"EEF1A1P27","Eukaryotic Translation Elongation Factor 1 Alpha 1 Pseudogene 27","Pseudogene","","8","GC07P020582","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF1A1P27"
"SLC25A5P6","Solute Carrier Family 25 Member 5 Pseudogene 6","Pseudogene","","8","GC04M186328","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A5P6"
"LOC401864","Chloride Intracellular Channel 1 Pseudogene","Pseudogene","","7","GC16M086435","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC401864"
"RPSAP32","Ribosomal Protein SA Pseudogene 32","Pseudogene","","7","GC03M000635","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSAP32"
"LOC647132","DExH-Box Helicase 29 Pseudogene","Pseudogene","","4","GC01M190030","0.542145967483521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC647132"
"CHEK2","Checkpoint Kinase 2","Protein Coding","O96017","67","GC22M028687","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHEK2"
"STAT3","Signal Transducer And Activator Of Transcription 3","Protein Coding","P40763","67","GC17M042313","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT3"
"PRKCD","Protein Kinase C Delta","Protein Coding","Q05655","66","GC03P053156","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCD"
"ACAT1","Acetyl-CoA Acetyltransferase 1","Protein Coding","P24752","63","GC11P108121","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAT1"
"RARA","Retinoic Acid Receptor Alpha","Protein Coding","P10276","63","GC17P040309","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARA"
"PRNP","Prion Protein (Kanno Blood Group)","Protein Coding","F7VJQ1","61","GC20P004686","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRNP"
"GPX4","Glutathione Peroxidase 4","Protein Coding","P36969","60","GC19P001103","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX4"
"SP1","Sp1 Transcription Factor","Protein Coding","P08047","60","GC12P053380","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SP1"
"LYZ","Lysozyme","Protein Coding","P61626","59","GC12P069348","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYZ"
"MYH11","Myosin Heavy Chain 11","Protein Coding","P35749","59","GC16M047678","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH11"
"CX3CL1","C-X3-C Motif Chemokine Ligand 1","Protein Coding","P78423","57","GC16P057372","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CX3CL1"
"GPX1","Glutathione Peroxidase 1","Protein Coding","P07203","57","GC03M054509","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPX1"
"KIF2C","Kinesin Family Member 2C","Protein Coding","Q99661","56","GC01P044739","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF2C"
"PTX3","Pentraxin 3","Protein Coding","P26022","55","GC03P157436","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTX3"
"IDI1","Isopentenyl-Diphosphate Delta Isomerase 1","Protein Coding","Q13907","54","GC10M001039","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDI1"
"PF4","Platelet Factor 4","Protein Coding","P02776","53","GC04M073980","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PF4"
"SOAT2","Sterol O-Acyltransferase 2","Protein Coding","O75908","53","GC12P053103","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOAT2"
"CIDEA","Cell Death Inducing DFFA Like Effector A","Protein Coding","O60543","50","GC18P012254","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIDEA"
"DEFA1","Defensin Alpha 1","Protein Coding","P59665","49","GC08M006977","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFA1"
"CREB3","CAMP Responsive Element Binding Protein 3","Protein Coding","O43889","47","GC09P061800","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3"
"SYNE3","Spectrin Repeat Containing Nuclear Envelope Family Member 3","Protein Coding","Q6ZMZ3","47","GC14M123168","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNE3"
"DEFA3","Defensin Alpha 3","Protein Coding","P59666","45","GC08M007015","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFA3"
"BCL2L15","BCL2 Like 15","Protein Coding","Q5TBC7","38","GC01M113876","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L15"
"MT-TT","Mitochondrially Encoded TRNA-Thr (ACN)","RNA Gene","","23","GCMTP015890","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TT"
"SLCO1B3-SLCO1B7","SLCO1B3-SLCO1B7 Readthrough","Protein Coding","F5H094","23","GC12P068702","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO1B3-SLCO1B7"
"MIR3609","MicroRNA 3609","RNA Gene","","20","GC07P098881","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3609"
"TRE-TTC3-1","TRNA-Glu (Anticodon TTC) 3-1","RNA Gene","","16","GC01P068562","0.475677132606506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRE-TTC3-1"
"CCN2","Cellular Communication Network Factor 2","Protein Coding","P29279","59","GC06M131948","0.445770382881165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN2"
"SMARCAL1","SNF2 Related Chromatin Remodeling Annealing Helicase 1","Protein Coding","Q9NZC9","58","GC02P216412","0.445770382881165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCAL1"
"WDR11","WD Repeat Domain 11","Protein Coding","Q9BZH6","50","GC10P120851","0.445770382881165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR11"
"TRAPPC13","Trafficking Protein Particle Complex Subunit 13","Protein Coding","A5PLN9","43","GC05P065663","0.445770382881165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC13"
"C17orf75","Chromosome 17 Open Reading Frame 75","Protein Coding","Q9HAS0","39","GC17M032324","0.445770382881165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C17orf75"
"CDKN2B-AS1","CDKN2B Antisense RNA 1","RNA Gene","","32","GC09P021994","0.445770382881165","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2B-AS1"
"NR1H2","Nuclear Receptor Subfamily 1 Group H Member 2","Protein Coding","P55055","59","GC19P050329","0.320939809083939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1H2"
"PPP3CA","Protein Phosphatase 3 Catalytic Subunit Alpha","Protein Coding","Q08209","64","GC04M101024","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP3CA"
"CDKN1A","Cyclin Dependent Kinase Inhibitor 1A","Protein Coding","P38936","63","GC06P173207","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A"
"PCNA","Proliferating Cell Nuclear Antigen","Protein Coding","P12004","63","GC20M005114","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCNA"
"SHH","Sonic Hedgehog Signaling Molecule","Protein Coding","Q15465","63","GC07M155799","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SHH"
"FKBP5","FKBP Prolyl Isomerase 5","Protein Coding","Q13451","62","GC06M103467","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FKBP5"
"CYCS","Cytochrome C, Somatic","Protein Coding","P99999","61","GC07M025118","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYCS"
"ANGPTL3","Angiopoietin Like 3","Protein Coding","Q9Y5C1","60","GC01P062597","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL3"
"CIITA","Class II Major Histocompatibility Complex Transactivator","Protein Coding","P33076","57","GC16P112480","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CIITA"
"MAP2K5","Mitogen-Activated Protein Kinase Kinase 5","Protein Coding","Q13163","57","GC15P184619","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K5"
"UCP1","Uncoupling Protein 1","Protein Coding","P25874","56","GC04M140559","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP1"
"MT2A","Metallothionein 2A","Protein Coding","P02795","55","GC16P113711","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT2A"
"UCP3","Uncoupling Protein 3","Protein Coding","P55916","54","GC11M074000","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCP3"
"PHLPP1","PH Domain And Leucine Rich Repeat Protein Phosphatase 1","Protein Coding","O60346","53","GC18P062715","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLPP1"
"CCN1","Cellular Communication Network Factor 1","Protein Coding","O00622","52","GC01P085585","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN1"
"MIR139","MicroRNA 139","RNA Gene","","30","GC11M072615","0.315207242965698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR139"
"CCND1","Cyclin D1","Protein Coding","P24385","66","GC11P069641","0.277942031621933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND1"
"NPC1","NPC Intracellular Cholesterol Transporter 1","Protein Coding","O15118","62","GC18M023506","0.277942031621933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC1"
"CDKN1B","Cyclin Dependent Kinase Inhibitor 1B","Protein Coding","P46527","61","GC12P068529","0.277942031621933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1B"
"PSIP1","PC4 And SRSF1 Interacting Protein 1","Protein Coding","O75475","52","GC09M015464","0.277942031621933","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSIP1"
"LMNA","Lamin A/C","Protein Coding","P02545","63","GC01P156082","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNA"
"G6PC1","Glucose-6-Phosphatase Catalytic Subunit 1","Protein Coding","P35575","57","GC17P145863","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PC1"
"IL17A","Interleukin 17A","Protein Coding","Q16552","56","GC06P052186","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17A"
"SLC22A6","Solute Carrier Family 22 Member 6","Protein Coding","Q4U2R8","56","GC11M136471","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A6"
"SLC22A8","Solute Carrier Family 22 Member 8","Protein Coding","Q8TCC7","54","GC11M136472","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A8"
"IFNA1","Interferon Alpha 1","Protein Coding","P01562","52","GC09P021912","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA1"
"UCN2","Urocortin 2","Protein Coding","Q96RP3","40","GC03M048561","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCN2"
"MIR140","MicroRNA 140","RNA Gene","","32","GC16P114132","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR140"
"MIR34C","MicroRNA 34c","RNA Gene","","30","GC11P112835","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34C"
"MIR31","MicroRNA 31","RNA Gene","","29","GC09M022285","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR31"
"MIR33A","MicroRNA 33a","RNA Gene","","28","GC22P041900","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR33A"
"MIR92A1","MicroRNA 92a-1","RNA Gene","","28","GC13P091730","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR92A1"
"MIR138-2","MicroRNA 138-2","RNA Gene","","26","GC16P113729","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR138-2"
"MIR485","MicroRNA 485","RNA Gene","","26","GC14P120242","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR485"
"MIR550A1","MicroRNA 550a-1","RNA Gene","","25","GC07P030289","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR550A1"
"MIR576","MicroRNA 576","RNA Gene","","23","GC04P109488","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR576"
"MIR550A2","MicroRNA 550a-2","RNA Gene","","15","GC07P034077","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR550A2"
"LDLR-AS1","LDLR Antisense RNA 1","RNA Gene","","14","GC19M104362","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLR-AS1"
"MIR550A3","MicroRNA 550a-3","RNA Gene","","14","GC07M031576","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR550A3"
"LEPQTL1","Leptin, Serum Levels Of","Genetic Locus","","11","GC02U903086","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEPQTL1"
"SMANTIS","SMARCA4 Interacting SWI/SNF Chromatin Remodeling Complex Scaffold LncRNA","RNA Gene","","10","GC02M069792","0.226938724517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMANTIS"
"EGFR","Epidermal Growth Factor Receptor","Protein Coding","P00533","68","GC07P055019","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"IKBKB","Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta","Protein Coding","O14920","67","GC08P042271","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKB"
"EZH2","Enhancer Of Zeste 2 Polycomb Repressive Complex 2 Subunit","Protein Coding","Q15910","66","GC07M148807","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EZH2"
"KRAS","KRAS Proto-Oncogene, GTPase","Protein Coding","P01116","66","GC12M034710","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS"
"TGFBR2","Transforming Growth Factor Beta Receptor 2","Protein Coding","P37173","65","GC03P030608","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR2"
"B2M","Beta-2-Microglobulin","Protein Coding","P61769","63","GC15P044711","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M"
"BCHE","Butyrylcholinesterase","Protein Coding","P06276","63","GC03M165772","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCHE"
"CHUK","Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex","Protein Coding","O15111","63","GC10M100552","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHUK"
"MAPK3","Mitogen-Activated Protein Kinase 3","Protein Coding","P27361","63","GC16M048460","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK3"
"STAT5A","Signal Transducer And Activator Of Transcription 5A","Protein Coding","P42229","63","GC17P042287","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT5A"
"CDH1","Cadherin 1","Protein Coding","P12830","62","GC16P068737","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH1"
"HSPA8","Heat Shock Protein Family A (Hsp70) Member 8","Protein Coding","P11142","62","GC11M123057","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA8"
"NOS2","Nitric Oxide Synthase 2","Protein Coding","P35228","62","GC17M027756","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS2"
"ADAMTS13","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 13","Protein Coding","Q76LX8","61","GC09P133414","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS13"
"KIF11","Kinesin Family Member 11","Protein Coding","P52732","61","GC10P092574","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF11"
"KMT2A","Lysine Methyltransferase 2A","Protein Coding","Q03164","61","GC11P118436","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2A"
"THRA","Thyroid Hormone Receptor Alpha","Protein Coding","P10827","61","GC17P040058","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRA"
"THRB","Thyroid Hormone Receptor Beta","Protein Coding","P10828","61","GC03M024117","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRB"
"YAP1","Yes1 Associated Transcriptional Regulator","Protein Coding","P46937","61","GC11P102110","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YAP1"
"EPHA3","EPH Receptor A3","Protein Coding","P29320","60","GC03P089077","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3"
"P2RY1","Purinergic Receptor P2Y1","Protein Coding","P47900","59","GC03P152835","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY1"
"RXRB","Retinoid X Receptor Beta","Protein Coding","P28702","59","GC06M033193","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RXRB"
"ABCC3","ATP Binding Cassette Subfamily C Member 3","Protein Coding","O15438","58","GC17P050634","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC3"
"CKM","Creatine Kinase, M-Type","Protein Coding","P06732","58","GC19M045306","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKM"
"IKBKE","Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Epsilon","Protein Coding","Q14164","58","GC01P206470","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IKBKE"
"LTF","Lactotransferrin","Protein Coding","P02788","58","GC03M046435","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTF"
"SLC22A12","Solute Carrier Family 22 Member 12","Protein Coding","Q96S37","58","GC11P103243","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A12"
"CYP4F2","Cytochrome P450 Family 4 Subfamily F Member 2","Protein Coding","P78329","57","GC19M015878","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP4F2"
"MEFV","MEFV Innate Immunity Regulator, Pyrin","Protein Coding","O15553","57","GC16M046510","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEFV"
"PDK4","Pyruvate Dehydrogenase Kinase 4","Protein Coding","Q16654","57","GC07M095583","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK4"
"SLCO2A1","Solute Carrier Organic Anion Transporter Family Member 2A1","Protein Coding","Q92959","57","GC03M133932","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLCO2A1"
"CXCL1","C-X-C Motif Chemokine Ligand 1","Protein Coding","P09341","56","GC04P073869","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1"
"CYP46A1","Cytochrome P450 Family 46 Subfamily A Member 1","Protein Coding","Q9Y6A2","56","GC14P099684","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP46A1"
"FOXM1","Forkhead Box M1","Protein Coding","Q08050","56","GC12M002857","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXM1"
"FZR1","Fizzy And Cell Division Cycle 20 Related 1","Protein Coding","Q9UM11","56","GC19P003506","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZR1"
"IFNA2","Interferon Alpha 2","Protein Coding","P01563","56","GC09M021384","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNA2"
"SMURF2","SMAD Specific E3 Ubiquitin Protein Ligase 2","Protein Coding","Q9HAU4","56","GC17M064542","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF2"
"EPO","Erythropoietin","Protein Coding","P01588","55","GC07P100720","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO"
"MBTPS1","Membrane Bound Transcription Factor Peptidase, Site 1","Protein Coding","Q14703","55","GC16M084053","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBTPS1"
"STING1","Stimulator Of Interferon Response CGAMP Interactor 1","Protein Coding","Q86WV6","55","GC05M139499","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STING1"
"TREX1","Three Prime Repair Exonuclease 1","Protein Coding","Q9NSU2","55","GC03P063183","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREX1"
"UGT2B15","UDP Glucuronosyltransferase Family 2 Member B15","Protein Coding","P54855","54","GC04M068646","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT2B15"
"BRPF1","Bromodomain And PHD Finger Containing 1","Protein Coding","P55201","53","GC03P009731","0.160469904541969","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRPF1"
