Pharma Model,Num Feature,Fit,Norm Fit,zscore,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,Idication,,,,"
"
1mfv_v,6,2.84,0.4733,0.505355,0,2,4,0,0,0,Salivary alpha-amylase,NONE,P04745,Carbohydrate transport and metabolism,NONE,NONE,,,,"
"
1elv_v,6,2.835,0.4725,0.159585,0,3,1,1,1,0,Complement C1s subcomponent,HYDROLASE,C1S_HUMAN,"C1s B chain is a serine protease that combines with C1q and C1s to form C1, the first component of the classical pathway of the complement system. C1r activates C1s so that it can, in turn, activate C2 and C4.",Defects in C1S are the cause of selective C1s deficiency [MIM:120580]; that is associated with early onset multiple autoimmune diseases.,Reperfusion injury;Capillary leak syndrome;Angioedema;Cardiovascular disease;Myocardial infarction;Transplant rejection;Hereditary angioedema;Ischemia;Inflammation,,,,"
"
2oo8_v,8,3.774,0.4718,1.60553,5,1,1,1,0,0,Angiopoietin-1 receptor,TRANSFERASE,TIE2_HUMAN,"This protein is a protein tyrosine-kinase transmembrane receptor for angiopoietin 1. It may constitute the earliest mammalian endothelial cell lineage marker. Probably regulates endothelial cell proliferation, differentiation and guides the proper pattern","Defects in TEK are a cause of dominantly inherited venous malformations (VMCM) [MIM:600195]; an error of vascular morphogenesis characterized by dilated, serpiginous channels.",Retinopathy;Ovary tumor;Cancer;Renal cell carcinoma;Breast tumor;Solid tumor,,,,"
"
1iri_v,7,3.296,0.4709,0.42053,0,6,1,0,0,0,Glucose-6-phosphate isomerase,ISOMERASE,G6PI_HUMAN,Neurotrophic factor for spinal and sensory neurons.,"Defects in GPI are a cause of hereditary nonspherocytic hemolytic anemia (HA) [MIM:172400]. Severe GPI deficiency can be associated with hydrops fetalis, immediate neonatal death and neurological impairment.",NONE,,,,"
"
1ds6_v,5,2.346,0.4693,-0.809771,0,3,2,0,0,0,Ras-related C3 botulinum toxin substrate 2,NONE,P15153,"Plasma membrane-associated small GTPase which cycles between an active GTP-bound and inactive GDP-bound state. In active state binds to a variety of effector proteins to regulate cellular responses, such as secretory processes, phagocytose of apoptotic cells and epithelial cell polarization. Augments the production of reactive oxygen species (ROS) by NADPH oxidase.",NONE,NONE,,,,"
"
1dyt_v,6,2.812,0.4687,-0.0665337,0,5,1,0,0,0,Eosinophil cationic protein,NONE,P12724,Involved in nucleic acid binding,NONE,Used as an adjunct to the standard therapy of inhaled steroids with inhaled long- and/or short-acting beta-agonists.,,,,"
"
1v4s_v,8,3.742,0.4678,1.34772,3,3,2,0,0,0,Glucokinase,TRANSFERASE,HXK4_HUMAN,"Catalyzes the initial step in utilization of glucose by the beta-cell and liver at physiological glucose concentration. Glucokinase has a high Km for glucose, and so it is effective only when glucose is abundant. The role of GCK is to provide G6P for the ","Defects in GCK are the cause of maturity onset diabetes of the young type 2 (MODY2) [MIM:125851]; also shortened MODY-2. MODY [MIM:606391] is a form of diabetes mellitus characterized by autosomal dominant transmission and early age of onset. Mutations in GCK result in mild chronic hyperglycemia due to reduced pancreatic beta cell responsiveness to glucose, decreased net accumulation of hepatic glycogen and increased hepatic gluconeogenesis following meals.;Defects in GCK are the cause of familial hyperinsulinemic hypoglycemia type 3 (HHF3) [MIM:602485]. HHF is the most common cause of persistent hypoglycemia in infancy. Unless early and aggressive intervention is undertaken, brain damage from recurrent episodes of hypoglycemia may occur.",Diabetes mellitus;Non-insulin dependent diabetes,,,,"
"
3d2e_v,6,2.803,0.4672,0.0311569,0,4,2,0,0,0,Heat shock protein homolog SSE1,NONE,P32589,Has a calcium-dependent calmodulin-binding activity. Required for normal growth at various temperatures.,NONE,NONE,,,,"
"
1upw_v,6,2.798,0.4663,-0.308192,5,0,1,0,0,0,Oxysterols receptor LXR-beta,RECEPTOR,NR1H2_HUMAN,Orphan receptor. Binds preferentially to double-stranded oligonucleotide direct repeats having the consensus half-site sequence 5-AGGTCA-3 and 4-nt spacing (DR-4).,NONE,Lipid metabolism disorder;Atherosclerosis,,,,"
"
1mrq_v,5,2.331,0.4663,-1.18271,4,1,0,0,0,0,Aldo-keto reductase family 1 member C1,NONE,Q04828,Involved in oxidoreductase activity,NONE,"Some evidence suggests that NADH might be useful in treating Parkinsons disease, chronic fatigue syndrome, Alzheimers disease and cardiovascular disease.",,,,"
"
1nhz_v,8,3.722,0.4652,0.99159,7,1,0,0,0,0,Glucocorticoid receptor,HORMONE RECEPTOR,GCR_HUMAN,"Receptor for glucocorticoids (GC). Has a dual mode of action: as a transcription factor that binds to glucocorticoid response elements (GRE) and as a modulator of other transcription factors. Affects inflammatory responses, cellular proliferation and diff","Defects in NR3C1 are a cause of glucocorticoid resistance [MIM:138040]; also known as cortisol resistance. It is a hypertensive, hyperandrogenic disorder characterized by increased serum cortisol concentrations. Inheritance is autosomal dominant.",Alzheimers disease;Immune deficiency;Breast tumor;Major depressive disorder;Glaucoma;Metabolic disorder;Psychotic disorder;HIV infection;Cocaine addiction;Inflammation;Planned abortion;Diabetes mellitus;Weight gain;Endometriosis;Obesity;Insulin dependent diabetes;Cushings disease;Glioma;Endometroid carcinoma;Neurodegenerative disease;Hypertension;Hepatitis C virus infection;Carcinoma;Non-insulin dependent diabetes;Psychiatric disorder,,,,"
"
3cpu_v,5,2.308,0.4617,-0.935608,0,2,3,0,0,0,Pancreatic alpha-amylase,HYDROLASE,AMYP_HUMAN,NONE,NONE,Bacillus anthracis infection,,,,"
"
1np0_v,6,2.769,0.4616,0.357793,1,1,3,1,0,0,Beta-hexosaminidase subunit beta,NONE,P07686,Carbohydrate transport and metabolism,NONE,NONE,,,,"
"
1y0x_v,6,2.766,0.4611,0.147199,4,0,1,0,1,0,Thyroid hormone receptor beta-2,NONE,P37243,Involved in transcription factor activity,NONE,"Used as replacement or supplemental therapy in patients with hypothyroidism of any etiology, except transient hypothyrodism during the recovery phase of subacute thyroiditis.",,,,"
"
1u4l_v,6,2.743,0.4572,0.0676353,0,5,1,0,0,0,C-C motif chemokine 5,ATTRACTANT,CCL5_HUMAN,"Chemoattractant for blood monocytes, memory T-helper cells and eosinophils. Causes the release of histamine from basophils and activates eosinophils. Binds to CCR1, CCR3, CCR4 and CCR5. One of the major HIV-suppressive factors produced by CD8+ T- cells. R",NONE,NONE,,,,"
"
1fzv_v,5,2.279,0.4559,-1.31428,3,0,2,0,0,0,Placenta growth factor,HORMONE/GROWTH FACTOR,PLGF_HUMAN,"Growth factor active in angiogenesis, and endothelial cell growth, stimulating their proliferation and migration. It binds to receptor VEGFR-1/FLT1. PLGF-2 binds neuropilin-1 and 2 in a heparin-dependent manner.",NONE,Retinopathy;Vascular disease;Diabetic macular edema;Inflammation;Cancer;Gastrointestinal disease;Age related macular degeneration,,,,"
"
1jbq_v,7,3.181,0.4544,0.30858,2,4,0,0,1,0,Cystathionine beta-synthase,NONE,P35520,Amino acid transport and metabolism,NONE,For nutritional supplementation and for treating dietary shortage or imbalance.,,,,"
"
1imx_v,7,3.168,0.4525,0.577608,4,1,2,0,0,0,Insulin-like growth factor IA,NONE,P01343,NONE,NONE,NONE,,,,"
"
1uym_v,8,3.604,0.4505,2.10912,5,1,1,0,0,1,Heat shock protein HSP 90-beta,NONE,P08238,"Posttranslational modification, protein turnover, chaperones",NONE,NONE,,,,"
"
2c30_v,6,2.699,0.4499,-0.465753,0,4,1,0,1,0,Serine/threonine-protein kinase PAK 6,TRANSFERASE,PAK6_HUMAN,The activated kinase acts on a variety of targets (By similarity).,NONE,NONE,,,,"
"
1uej_v,6,2.685,0.4475,-0.22125,1,3,2,0,0,0,Uridine-cytidine kinase 2,NONE,Q9BZX2,Nucleotide transport and metabolism,NONE,NONE,,,,"
"
2nsi_v,6,2.66,0.4433,0.0677447,1,1,4,0,0,0,"Nitric oxide synthase, inducible",OXIDOREDUCTASE,NOS2_HUMAN,"Produces nitric oxide (NO) which is a messenger molecule with diverse functions throughout the body. In macrophages, NO mediates tumoricidal and bactericidal actions.",NONE,Asthma;Mucositis;Migraine;Neuropathic pain;Irritable bowel syndrome;Reperfusion injury;Inflammatory bowel disease;Inflammation;Chronic obstructive pulmonary disease;Gastric motility disorder;Uveitis;Insulin dependent diabetes;Multiple sclerosis;Rheumatoid arthritis;Sepsis;Osteoarthritis;Transplant rejection;Gingivitis;Allergic rhinitis,,,,"
"
2b7a_v,7,3.092,0.4417,0.292981,3,2,2,0,0,0,Tyrosine-protein kinase JAK2,TRANSFERASE,JAK2_HUMAN,"Plays a role in leptin signaling and control of body weight (By similarity). Tyrosine kinase of the non-receptor type, involved in interleukin-3 and probably interleukin-23 signal transduction.","Chromosomal aberrations involving JAK2 are found in both chronic and acute forms of eosinophilic, lymphoblastic and myeloid leukemia. Translocation t(8;9)(p22;p24) with PCM1 links the protein kinase domain of JAK2 to the major portion of PCM1. Translocation t(9;12)(p24;p13) with ETV6.;Defects in JAK2 are a cause of susceptibility to Budd- Chiari syndrome [MIM:600880]. Budd-Chiari syndrome is a spectrum of disease states, including anatomic abnormalities and hypercoagulable disorders, resulting in hepatic venous outflow occlusion. Clinical manifestations observed in the majority of patients include hepatomegaly, right upper quadrant pain, and abdominal ascites.;Defects in JAK2 are associated with polycythemia vera (PV) [MIM:263300]. PV, the most common form of primary polycythemia, is caused by somatic mutation in a single hematopoietic stem cell leading to clonal hematopoiesis. PV is a myeloproliferative disorder characterized predominantly by erythroid hyperplasia, but also by myeloid leukocytosis, thrombocytosis, and splenomegaly. Familial cases of PV are very rare and usually manifest in elderly patients.;Defects in JAK2 gene may be a cause of essential thrombocythemia (ET) [MIM:187950]. ET is characterized by elevated platelet levels due to sustained proliferation of megakaryocytes, and frequently lead to thrombotic and haemorrhagic complications.;Defects in JAK2 are associated with familial myelofibrosis [MIM:254450]. Myelofibrosis with myeloid metaplasia is a myeloproliferative disease with annual incidence of 0.5-1.5 cases per 100,000 individuals and age at diagnosis around 60 (an increased prevalence is noted in Ashkenazi Jews). Clinical manifestations depend on the type of blood cell affected and may include anemia, pallor, splenomegaly, hypermetabolic state, petechiae, ecchymosis, bleeding, lymphadenopathy, hepatomegaly, portal hypertension.;Defects in JAK2 are a cause of acute myelogenous leukemia (AML) [MIM:601626]. AML is a malignant disease in which hematopoietic precursors are arrested in an early stage of development.",Psoriasis;Cancer;Rheumatoid arthritis;Pulmonary hypertension;Myeloid leukemia;Inflammation;Prostate tumor;Pancreas tumor;Myeloproliferative disorder;Solid tumor;Myelofibrosis;Hematological neoplasm;Cardiovascular disease,,,,"
"
1hlc_v,6,2.646,0.4411,-0.204355,0,3,3,0,0,0,Galectin-2,LECTIN,LEG2_HUMAN,This protein binds beta-galactoside. Its physiological function is not yet known.,NONE,NONE,,,,"
"
2i3i_v,8,3.526,0.4407,1.90056,3,3,1,1,0,0,Baculoviral IAP repeat-containing protein 7,NONE,Q96CA5,"Apoptotic regulator capable of exerting proapoptotic and anti-apoptotic activities and plays crucial roles in apoptosis, cell proliferation, and cell cycle control. Its anti-apoptotic activity is mediated through the inhibition of CASP3, CASP7 and CASP9, as well as by its E3 ubiquitin-protein ligase activity. As it is a weak caspase inhibitor, its anti-apoptotic activity is thought to be due to its ability to ubiquitinate DIABLO/SMAC targeting it for degradation thereby promoting cell survival. May contribute to caspase inhibition, by blocking the ability of DIABLO/SMAC to disrupt XIAP/BIRC4-caspase interactions. Protects against apoptosis induced by TNF or by chemical agents such as adriamycin, etoposide or staurosporine. Suppression of apoptosis is mediated by activation of MAPK8/JNK1, and possibly also of MAPK9/JNK2. This activation depends on TAB1 and NR2C2/TAK1. In vitro, inhibits CASP3 and proteolytic activation of pro-CASP9. Isoform 1 blocks staurosporine-induced apoptosis. Isoform 2 blocks etoposide-induced apoptosis. Isoform 2 protects against natural killer (NK) cell killing whereas isoform 1 augments killing.",NONE,NONE,,,,"
"
4ald_v,6,2.644,0.4407,-0.523601,0,4,1,0,1,0,Fructose-bisphosphate aldolase A,LYASE,ALDOA_HUMAN,NONE,Defects in ALDOA are the cause of aldolase A deficiency [MIM:611881]; also known as aldoA deficiency or red cell aldolase deficiency. Aldolase A deficiency is an autosomal recessive disorder associated with hereditary hemolytic anemia.,NONE,,,,"
"
1pq2_v,7,3.076,0.4394,0.264423,5,1,0,0,1,0,Cytochrome P450 2C8,OXIDOREDUCTASE,CP2C8_HUMAN,"Cytochromes P450 are a group of heme-thiolate monooxygenases. In liver microsomes, this enzyme is involved in an NADPH-dependent electron transport pathway. It oxidizes a variety of structurally unrelated compounds, including steroids, fatty acids, and xe",NONE,NONE,,,,"
"
1kv3_v,5,2.184,0.4367,-0.65578,0,2,1,0,1,1,Protein-glutamine gamma-glutamyltransferase 2,TRANSFERASE,TGM2_HUMAN,Catalyzes the cross-linking of proteins and the conjugation of polyamines to proteins.,Defects in TGM2 are involved in early-onset diabetes type 2.,NONE,,,,"
"
1rem_v,6,2.604,0.434,-0.174994,0,3,3,0,0,0,Lysozyme C,NONE,P61626,Lysozymes have primarily a bacteriolytic function; those in tissues and body fluids are associated with the monocyte-macrophage system and enhance the activity of immunoagents.,NONE,NONE,,,,"
"
1bj4_v,6,2.585,0.4308,-0.28179,2,4,0,0,0,0,"Serine hydroxymethyltransferase, cytosolic",TRANSFERASE,GLYC_HUMAN,Interconversion of serine and glycine.,NONE,NONE,,,,"
"
1b3o_v,5,2.154,0.4308,-1.98744,0,3,1,0,1,0,Inosine-5-monophosphate dehydrogenase 2,DEHYDROGENASE,IMDH2_HUMAN,Rate limiting enzyme in the de novo synthesis of guanine nucleotides and therefore is involved in the regulation of cell growth. It may also have a role in the development of malignancy and the growth progression of some tumors.,NONE,Autoimmune disease;Transplant rejection,,,,"
"
1tjj_v,6,2.578,0.4297,-0.542076,4,1,0,1,0,0,Ganglioside GM2 activator,NONE,P17900,Involved in sphingolipid activator protein activity,NONE,NONE,,,,"
"
2uw9_v,6,2.559,0.4265,-0.280961,3,1,1,1,0,0,RAC-beta serine/threonine-protein kinase,TRANSFERASE/INHIBITOR COMPLEX,AKT2_HUMAN,General protein kinase capable of phosphorylating several known proteins.,Alterations of AKT2 may contribute to the pathogenesis of ovarian carcinomas.,NONE,,,,"
"
1pv8_v,7,2.976,0.4251,0.61394,1,2,0,2,2,0,Delta-aminolevulinic acid dehydratase,LYASE,HEM2_HUMAN,NONE,"Defects in ALAD are the cause of acute hepatic porphyria (AHP) [MIM:125270]. AHP is a form of porphyria. Porphyrias are inherited defects in the biosynthesis of heme. AHP is characterized by attacks of gastrointestinal disturbances, abdominal colic, paralysis, and peripheral neuropathy. Most attacks are precipitated by drugs, alcohol, caloric deprivation, infections, or endocrine factors.",NONE,,,,"
"
1kjr_v,7,2.967,0.4239,0.966508,2,2,2,0,0,1,Galectin-3,SUGAR BINDING PROTEIN,LEG3_HUMAN,"Galactose-specific lectin which binds IgE. May mediate with the alpha-3, beta-1 integrin the stimulation by CSPG4 of endothelial cells migration. Together with DMBT1, required for terminal differentiation of columnar epithelial cells during early embryoge",NONE,Colorectal tumor;Chronic lymphocytic leukemia;Cancer;Prostate tumor;Pancreas tumor;Metastasis;Multiple myeloma,,,,"
"
3cm7_v,7,2.951,0.4215,0.607992,3,2,0,1,0,1,Baculoviral IAP repeat-containing protein 4,NONE,P98170,Involved in caspase inhibition and apoptosis suppression,NONE,NONE,,,,"
"
1r1i_v,8,3.366,0.4207,1.00392,3,2,1,1,1,0,Neprilysin,HYDROLASE,NEP_HUMAN,"Thermolysin-like specificity, but is almost confined on acting on polypeptides of up to 30 amino acids. Biologically important in the destruction of opioid peptides such as Met- and Leu-enkephalins by cleavage of a Gly-Phe bond. Involved in the degradatio",Important cell surface marker in the diagnostic of human acute lymphocytic leukemia.,Hypertension;Neuropathic pain;Renovascular hypertension;Congestive heart failure,,,,"
"
1s9j_v,9,3.774,0.4193,0.796583,7,2,0,0,0,0,Dual specificity mitogen-activated protein kinase kinase 1,TRANSFERASE,MP2K1_HUMAN,Catalyzes the concomitant phosphorylation of a threonine and a tyrosine residue in a Thr-Glu-Tyr sequence located in MAP kinases. Activates ERK1 and ERK2 MAP kinases.,"Defects in MAP2K1 are a cause of cardiofaciocutaneous syndrome (CFC syndrome) [MIM:115150]; also known as cardio-facio- cutaneous syndrome. CFC syndrome is characterized by a distinctive facial appearance, heart defects and mental retardation. Heart defects include pulmonic stenosis, atrial septal defects and hypertrophic cardiomyopathy. Some affected individuals present with ectodermal abnormalities such as sparse, friable hair, hyperkeratotic skin lesions and a generalized ichthyosis-like condition. Typical facial features are similar to Noonan syndrome. They include high forehead with bitemporal constriction, hypoplastic supraorbital ridges, downslanting palpebral fissures, a depressed nasal bridge, and posteriorly angulated ears with prominent helices. The inheritance of CFC syndrome is autosomal dominant.",Colon tumor;Melanoma;Cancer;Rheumatoid arthritis;Non-small-cell lung cancer;Neurodegenerative disease;Breast tumor;Colorectal tumor;Transplant rejection;Inflammation;Pancreas tumor;Solid tumor,,,,"
"
1zdz_v,7,2.93,0.4186,0.355507,0,3,2,2,0,0,Spermidine synthase,NONE,P19623,Amino acid transport and metabolism,NONE,"S-Adenosylmethionine (SAMe) is used as a drug in Europe for the treatment of depression, liver disorders, fibromyalgia, and osteoarthritis. It has also been introduced into the United States market as a dietary supplement for the support of bone and joint health, as well as mood and emotional well being.",,,,"
"
1t32_v,7,2.93,0.4185,0.0671663,3,3,0,0,1,0,Cathepsin G,HYDROLASE,CATG_HUMAN,Serine protease with trypsin- and chymotrypsin-like specificity.,NONE,Connective tissue disease;Viral infection;Inflammation;HIV infection,,,,"
"
1ljr_v,7,2.928,0.4183,0.18018,1,3,1,1,1,0,Glutathione S-transferase theta-2,TRANSFERASE,GSTT2_HUMAN,Conjugation of reduced glutathione to a wide number of exogenous and endogenous hydrophobic electrophiles. Has a sulfatase activity.,NONE,NONE,,,,"
"
1ihi_v,7,2.919,0.417,-0.493625,3,2,1,0,1,0,Aldo-keto reductase family 1 member C2,OXIDOREDUCTASE,AK1C2_HUMAN,Works in concert with the 5-alpha/5-beta-steroid reductases to convert steroid hormones into the 3-alpha/5-alpha and 3-alpha/5-beta-tetrahydrosteroids. Catalyzes the inactivation of the most potent androgen 5-alpha-dihydrotestosterone (5-alpha- DHT) to 5-,NONE,NONE,,,,"
"
1itu_v,8,3.326,0.4158,0.30151,4,2,1,0,1,0,Dipeptidase 1,HYDROLASE,DPEP1_HUMAN,Hydrolyzes a wide range of dipeptides. Implicated in the renal metabolism of glutathione and its conjugates. Converts leukotriene D4 to leukotriene E4; it may play an important role in the regulation of leukotriene activity.,NONE,NONE,,,,"
"
1x6v_v,7,2.91,0.4157,-0.167514,0,5,1,0,1,0,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthetase 1,NONE,O43252,Involved in ATP binding,NONE,NONE,,,,"
"
1hti_v,6,2.486,0.4143,-0.999718,1,3,0,0,2,0,Triosephosphate isomerase,ISOMERASE(INTRAMOLECULAR,TPIS_HUMAN,NONE,"Defects in TPI1 are the cause of triosephosphate isomerase deficiency (TPI deficiency) [MIM:190450]. TPI deficiency is an autosomal recessive disorder. It is the most severe clinical disorder of glycolysis. It is associated with neonatal jaundice, chronic hemolytic anemia, progressive neuromuscular dysfunction, cardiomyopathy and increased susceptibility to infection.",NONE,,,,"
"
1pq3_v,7,2.898,0.414,0.433183,0,3,3,1,0,0,"Arginase-2, mitochondrial",HYDROLASE,ARGI2_HUMAN,May play a role in the regulation of extra-urea cycle arginine metabolism and also in down-regulation of nitric oxide synthesis. Extrahepatic arginase functions to regulate L-arginine bioavailability to NO synthase. Since NO synthase is found in the penil,NONE,NONE,,,,"
"
1n69_v,7,2.872,0.4103,-0.155715,6,0,0,0,1,0,Proactivator polypeptide,NONE,P07602,Involved in enzyme activator activity,NONE,NONE,,,,"
"
1qzu_v,7,2.869,0.4099,0.444517,1,3,2,0,1,0,Phosphopantothenoylcysteine decarboxylase,NONE,Q96CD2,Involved in catalytic activity,NONE,NONE,,,,"
"
1mmq_v,5,2.047,0.4094,-1.56286,1,2,2,0,0,0,Matrilysin,METALLOPROTEASE,MMP7_HUMAN,"Degrades casein, gelatins of types I, III, IV, and V, and fibronectin. Activates procollagenase.",NONE,NONE,,,,"
"
1upr_v,7,2.858,0.4083,-0.0302173,0,4,0,0,3,0,Pleckstrin homology domain-containing family A member 4,NONE,Q9H4M7,Cell wall/membrane/envelope biogenesis,NONE,NONE,,,,"
"
1egc_v,7,2.856,0.408,0.49538,3,2,2,0,0,0,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ELECTRON TRANSFER,ACADM_HUMAN,This enzyme is specific for acyl chain lengths of 4 to 16.,"Defects in ACADM are the cause of medium-chain acyl-CoA dehydrogenase deficiency (MCAD deficiency) [MIM:201450]. It is an autosomal recessive disease which causes fasting hypoglycemia, hepatic dysfunction, and encephalopathy, often resulting in death in infancy. The disease frequency is one in 13000.",NONE,,,,"
"
1m6d_v,7,2.853,0.4076,0.246995,3,2,2,0,0,0,Cathepsin F,NONE,Q9UBX1,Involved in cysteine-type endopeptidase activity,NONE,NONE,,,,"
"
1n6i_v,6,2.446,0.4076,-0.62846,0,2,4,0,0,0,Ras-related protein Rab-5A,PROTEIN TRANSPORT,RAB5A_HUMAN,Required for the fusion of plasma membranes and early endosomes.,NONE,NONE,,,,"
"
1yv5_v,8,3.241,0.4051,0.366614,1,4,1,0,2,0,Farnesyl pyrophosphate synthetase,TRANSFERASE,FPPS_HUMAN,"Key enzyme in isoprenoid biosynthesis which catalyzes the formation of farnesyl diphosphate (FPP), a precursor for several classes of essential metabolites including sterols, dolichols, carotenoids, and ubiquinones. FPP also serves as substrate for protei",NONE,NONE,,,,"
"
1gzu_v,7,2.829,0.4042,-0.135516,1,4,1,0,1,0,Nicotinamide mononucleotide adenylyltransferase 1,NONE,Q9HAN9,Coenzyme transport and metabolism,NONE,NONE,,,,"
"
1rml_v,5,2.017,0.4034,-1.9142,1,1,0,0,3,0,Heparin-binding growth factor 1,GROWTH FACTOR,FGF1_HUMAN,The heparin-binding growth factors are angiogenic agents in vivo and are potent mitogens for a variety of cell types in vitro. There are differences in the tissue distribution and concentration of these 2 growth factors.,NONE,Wound healing;Peripheral vascular disease;Diabetic foot ulcer;Spinal cord vascular disease;Intermittent claudication;Coronary artery disease;Ischemia;Cerebrovascular ischemia;Osteoporosis,,,,"
"
1mqb_v,7,2.817,0.4024,-0.12772,0,3,3,0,1,0,Ephrin type-A receptor 2,TRANSFERASE,EPHA2_HUMAN,"Receptor for members of the ephrin-A family. Binds to ephrin-A1, -A3, -A4 and -A5.",NONE,Cytomegalovirus infection;Metastasis;Cancer;Solid tumor,,,,"
"
1nn0_v,8,3.215,0.4019,0.469781,1,5,1,0,1,0,Thymidylate kinase,TRANSFERASE,KTHY_HUMAN,Catalyzes the conversion of dTMP to dTDP.,NONE,NONE,,,,"
"
2gqg_v,8,3.203,0.4003,0.801824,5,1,2,0,0,0,Proto-oncogene tyrosine-protein kinase ABL1,NONE,P00519,Involved in protein kinase activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1mt6_v,7,2.787,0.3981,0.00353056,2,2,2,0,1,0,Histone-lysine N-methyltransferase SETD7,TRANSFERASE,SETD7_HUMAN,Histone methyltransferase that specifically monomethylates Lys-4 of histone H3. H3 Lys-4 methylation represents a specific tag for epigenetic transcriptional activation. Plays a central role in the transcriptional activation of genes such as collagena,NONE,NONE,,,,"
"
1z57_v,7,2.778,0.3969,-0.221746,0,5,1,1,0,0,Dual specificity protein kinase CLK1,TRANSFERASE,CLK1_HUMAN,"Phosphorylates serine- and arginine-rich (SR) proteins of the spliceosomal complex may be a constituent of a network of regulatory mechanisms that enable SR proteins to control RNA splicing. Phosphorylates serines, threonines and tyrosines (By similarity)",NONE,Toxicity;Metabolic disorder;Neurodegenerative disease;Cancer;Cardiovascular disease,,,,"
"
1ore_v,7,2.775,0.3965,-0.25456,0,4,3,0,0,0,Adenine phosphoribosyltransferase,NONE,P07741,Nucleotide transport and metabolism,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
1x0n_v,9,3.564,0.3961,1.293,5,1,2,0,1,0,Growth factor receptor-bound protein 2,PEPTIDE BINDING PROTEIN,GRB2_HUMAN,Adapter protein that provides a critical link between cell surface growth factor receptors and the Ras signaling pathway.;Isoform GRB3-3 does not bind to phosphorylated epidermal growth factor receptor (EGFR) but inhibits EGF-induced transactivation of a RAS-responsive element. Isoform GRB3-3 acts as a dominant negative protein over GRB2 and by suppressing proliferative sign,NONE,Leukemia;Breast tumor;Cancer,,,,"
"
1mlw_v,7,2.76,0.3943,-0.446047,1,4,2,0,0,0,Tryptophan 5-hydroxylase 1,OXIDOREDUCTASE,TPH1_HUMAN,NONE,NONE,NONE,,,,"
"
1pkg_v,7,2.753,0.3933,-0.184636,0,2,3,0,2,0,Mast/stem cell growth factor receptor,TRANSFERASE ACTIVATOR,KIT_HUMAN,This is the receptor for stem cell factor (mast cell growth factor). It has a tyrosine-protein kinase activity. Binding of the ligands leads to the autophosphorylation of KIT and its association with substrates such as phosphatidylinositol 3-kinase (Pi3K),Defects in KIT are a cause of piebaldism [MIM:172800]. Piebaldism is an autosomal dominant genetic developmental abnormality of pigmentation characterized by congenital patches of white skin and hair that lack melanocytes.;Defects in KIT are a cause of gastrointestinal stromal tumor (GIST) [MIM:606764].;Defects in KIT have been associated with testicular tumors [MIM:273300]. It includes germ cell tumor (GCT) or testicular germ cell tumor (TGCT).,Pancreas tumor;Ovary tumor;Cancer;Mastocytosis;Gastrointestinal tumor,,,,"
"
1hrk_v,8,3.136,0.3919,0.30177,5,1,2,0,0,0,"Ferrochelatase, mitochondrial",NONE,P22830,Coenzyme transport and metabolism,NONE,NONE,,,,"
"
1e2s_v,6,2.341,0.3901,-0.936136,1,2,2,0,1,0,Arylsulfatase A,HYDROLASE,ARSA_HUMAN,Hydrolyzes cerebroside sulfate.,"Defects in ARSA are a cause of metachromatic leukodystrophy (MLD) [MIM:250100]. MLD is a disease characterized by intralysosomal storage of cerebroside-3-sulfate, as well as in the myelin membranes. Whereas storage occurs in many cells, the disease almost exclusively affects oligodendrocytes. Patients suffer from a progressive demyelination, which causes a variety of neurological symptoms, including gait disturbances, ataxias, optical atrophy, dementia, seizures, and spastic tetraparesis. Several years after the onset of the disease, patients die in a decerebrated state. Three forms of the disease can be distinguished according to the age at onset: late-infantile, juvenile and adult.;Arylsulfatase A activity is defective in multiple sulfatase deficiency (MSD) [MIM:272200]. MSD is a disorder characterized by decreased activity of all known sulfatases. MSD is due to defects in SUMF1 resulting in the lack of post- translational modification of a highly conserved cysteine into 3- oxoalanine. It combines features of individual sulfatase deficiencies such as metachromatic leukodystrophy, mucopolysaccharidosis, chondrodysplasia punctata, hydrocephalus, ichthyosis, neurologic deterioration and developmental delay.",Metachromatic leukodystrophy,,,,"
"
1p5j_v,7,2.709,0.387,-0.640901,2,4,0,0,1,0,L-serine dehydratase,NONE,P20132,Amino acid transport and metabolism,NONE,For nutritional supplementation and for treating dietary shortage or imbalance.,,,,"
"
1tfg_v,9,3.479,0.3866,0.954676,4,2,2,1,0,0,Transforming growth factor beta-2,GROWTH FACTOR,TGFB2_HUMAN,TGF-beta 2 has suppressive effects on interleukin-2 dependent T-cell growth.,"A chromosomal aberration involving TGFB2 is found in a family with Peters anomaly [MIM:604229]. Translocation t(1;7)(q41;p21) with HDAC9. Peters anomaly consists of a central corneal leukoma, absence of the posterior corneal stroma and Descemet membrane, and a variable degree of iris and lenticular attachments to the central aspect of the posterior cornea.",NONE,,,,"
"
1qh5_v,7,2.701,0.3859,-0.415913,0,4,1,0,2,0,"Hydroxyacylglutathione hydrolase, mitochondrial",NONE,Q16775,Involved in hydrolase activity,NONE,"For nutritional supplementation, also for treating dietary shortage or imbalance",,,,"
"
